,OBJECTID,ACT_COMPL,OBSERVAC_U,NIVEL_EDUC,NOMBRE_CEN,SECUND_TIP,ABREVIADO,MATRICULA_2016,PROPIETARIO,ID_DISTRITO,SHAPE
278,282, ,AULA DIDÁCTICA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485391.9029000001, 1101647.3060999997], [485396.96970000025, 1101625.8351000007], [485388.55590000004, 1101623.7712999992], [485384.91949999984, 1101639.6149000004], [485381.90160000045, 1101639.0113999993], [485380.79030000046, 1101643.9326000009], [485383.77969999984, 1101644.5809000004], [485383.70079999976, 1101644.9247999992], [485391.9029000001, 1101647.3060999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
279,283, ,BODEGA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485427.6480999999, 1101634.2489], [485423.07079999987, 1101654.8202999998], [485431.27809999976, 1101656.1797000002], [485432.4768000003, 1101647.980799999], [485433.0591000002, 1101648.0629999992], [485436.33970000036, 1101635.1616999991], [485427.926, 1101633.4154000003], [485427.6480999999, 1101634.2489]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
280,284, ,BODEGA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485478.5630999999, 1101641.8145000003], [485475.9082000004, 1101660.3367999997], [485482.05979999993, 1101660.7733999994], [485484.7586000003, 1101642.5832000002], [485478.5630999999, 1101641.8145000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
281,285, ,CASETA DE VIGILANCIA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485487.1138000004, 1101669.7080000006], [485487.26389999967, 1101674.3291999996], [485490.9502999997, 1101674.2113000005], [485490.9079999998, 1101669.6603999995], [485487.1138000004, 1101669.7080000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
282,286, ,OFICINAS ADMINISTRATIVAS Y DE SERVICIOS VARIOS,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485520.1242000004, 1101670.0679000001], [485505.625, 1101668.6920999996], [485504.67250000034, 1101676.9471000005], [485519.2642999999, 1101678.3559000008], [485520.1242000004, 1101670.0679000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
283,287, ,SALA DE DIBUJO TÉCNICO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485907.7028999999, 1101581.9784999993], [485903.1520999996, 1101583.3542999998], [485905.1628999999, 1101588.9635000005], [485909.6079000002, 1101587.6934999991], [485907.7028999999, 1101581.9784999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
284,288, ,CENTRO NACIONAL DE CONSTRUCCIÓN CIVIL Y MADERA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485900.7619000003, 1101532.9356999993], [485904.5497000003, 1101532.2094], [485910.89969999995, 1101530.9526000004], [485911.89190000016, 1101535.9135999996], [485933.9184999997, 1101531.4156], [485931.2065000003, 1101517.3926999997], [485909.3783999998, 1101521.8245], [485910.1721000001, 1101526.9177], [485906.66640000045, 1101527.645300001], [485905.5418999996, 1101522.2213000003], [485905.14499999955, 1101522.2213000003], [485903.62370000035, 1101512.0349000003], [485899.98560000025, 1101512.6963], [485901.78479999956, 1101523.4384000003], [485902.142, 1101523.3987000007], [485902.3800999997, 1101524.7877999991], [485899.2050999999, 1101525.4228000008], [485900.7619000003, 1101532.9356999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
285,289, PASO PEATONAL TECHADO,AULA DIDÁCTICA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485895.61510000005, 1101546.9135999996], [485896.2814999996, 1101550.5979999993], [485897.20749999955, 1101554.5667000003], [485904.74820000026, 1101552.7146000005], [485907.5263, 1101568.1928000003], [485910.9659000002, 1101567.6635999996], [485920.27880000044, 1101605.5530999992], [485923.70239999983, 1101603.8372000009], [485918.1096000001, 1101580.0990999993], [485919.30030000024, 1101579.1730000004], [485918.65940000024, 1101576.7925000004], [485917.3968000002, 1101577.1459999997], [485917.1836000001, 1101576.1303000003], [485913.74399999995, 1101561.7105], [485910.3043999998, 1101562.835000001], [485910.0398000004, 1101561.7105], [485945.0310000004, 1101553.9053000007], [485942.1206, 1101539.4192999993], [485907.1956000002, 1101546.6952999998], [485904.5497000003, 1101532.2094], [485900.7619000003, 1101532.9356999993], [485901.0307, 1101534.2334000003], [485896.5064000003, 1101535.3446999993], [485898.9670000002, 1101546.0603], [485895.61510000005, 1101546.9135999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
286,290, ,TALLER DE MATERIALES,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485885.87009999994, 1101549.3940999992], [485884.99700000044, 1101544.5522000007], [485895.31570000015, 1101542.171], [485891.82320000045, 1101525.1846999992], [485860.39070000034, 1101532.4078000002], [485863.56570000015, 1101549.3147], [485881.0281999996, 1101545.9015999995], [485881.9807000002, 1101550.2672000006], [485885.87009999994, 1101549.3940999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
287,291, ,OFICINAS ADMINISTRATIVAS Y DE SERVICIOS VARIOS,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485840.5733000003, 1101558.5752000008], [485844.1188000003, 1101557.8079000004], [485843.95999999996, 1101556.8817999996], [485853.32629999984, 1101554.9768000003], [485852.5854000002, 1101550.7963999994], [485853.48500000034, 1101550.5318], [485850.3099999996, 1101533.7042999994], [485818.8245000001, 1101540.4246999994], [485821.9466000004, 1101557.3051999994], [485822.6875, 1101557.2522], [485823.4812000003, 1101560.9035], [485840.36170000024, 1101557.4110000003], [485840.5733000003, 1101558.5752000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
288,292, ,TALLER DE MATERIALES,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485859.4779000003, 1101582.3215999994], [485856.46160000004, 1101565.6527999993], [485846.3015999999, 1101567.8752999995], [485845.03160000034, 1101561.207800001], [485841.2664999999, 1101562.1761000007], [485842.32490000036, 1101568.7906999998], [485825.2856999999, 1101572.1245000008], [485825.074, 1101571.701199999], [485822.90440000035, 1101572.0715999994], [485822.6398, 1101571.4365999997], [485824.59779999964, 1101571.0661999993], [485823.90979999956, 1101566.9915999994], [485821.95189999975, 1101567.3091000002], [485821.80680000037, 1101566.2386000007], [485817.5678000003, 1101567.2402999997], [485818.36149999965, 1101573.114], [485819.79030000046, 1101572.9552999996], [485821.3777999999, 1101582.0041000005], [485826.29899999965, 1101581.0516], [485827.72780000046, 1101589.1478000004], [485840.26910000015, 1101587.0841000006], [485859.4779000003, 1101582.3215999994]], [[485833.75239999965, 1101569.8490999993], [485832.95859999955, 1101565.4570000004], [485825.65610000025, 1101566.832800001], [485825.8678000001, 1101569.4787000008], [485826.62710000016, 1101571.3423999995], [485833.75239999965, 1101569.8490999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
289,293, ,TALLER DE PLOMERÍA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485803.9151999997, 1101576.1303000003], [485800.0390999997, 1101576.8313999996], [485782.7352999998, 1101580.1122999992], [485782.7909000004, 1101580.445699999], [485775.93790000025, 1101581.4711000007], [485779.3088999996, 1101598.1965999994], [485785.659, 1101597.0853000004], [485797.56520000007, 1101595.4978], [485816.9327999996, 1101590.7353000008], [485814.0752999997, 1101574.0665000007], [485803.9151999997, 1101576.1303000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
290,294, ,TALLER DE CARPINTERÍA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485797.12870000023, 1101562.2793000005], [485800.9916000003, 1101561.2739000004], [485810.67540000007, 1101558.7868000008], [485807.7120000003, 1101542.2238999996], [485776.54399999976, 1101548.4681000002], [485779.66610000003, 1101565.083900001], [485797.12870000023, 1101562.2793000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
291,295, ,ALMACÉN,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485764.2012, 1101570.8651], [485760.49700000044, 1101551.2859000005], [485749.3844999997, 1101554.0639999993], [485739.7271999996, 1101555.916099999], [485743.82820000034, 1101575.6275999993], [485745.1512000002, 1101575.4953000005], [485753.6178000001, 1101574.0401000008], [485764.2012, 1101570.8651]], [[485759.1476999996, 1101550.8890000004], [485758.51269999985, 1101546.0207000002], [485754.7026000004, 1101546.6557], [485755.68599999975, 1101551.1943999995], [485759.1476999996, 1101550.8890000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
292,296, CASETA DE VIGILANCIA,PARQUEO PRIVADO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[486068.9676999999, 1101547.6280000005], [486072.77770000044, 1101555.2479999997], [486062.6177000003, 1101560.9629999995], [486065.36930000037, 1101566.8896999992], [486081.45600000024, 1101557.3647000007], [486074.25930000003, 1101544.4529999997], [486068.9676999999, 1101547.6280000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
293,297, ,OFICINAS ADMINISTRATIVAS Y DE SERVICIOS VARIOS,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485820.7427000003, 1101706.1323000006], [485819.3206000002, 1101699.7160999998], [485811.5181999998, 1101700.7913000006], [485813.10280000046, 1101706.926000001], [485820.7427000003, 1101706.1323000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
294,298, PASILLOS TECHADOS,CASETA DE VIGILANCIA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485793.04590000026, 1101731.2422000002], [485852.73610000033, 1101719.8121000007], [485851.78359999973, 1101716.5100999996], [485824.31460000016, 1101720.7504999992], [485822.66089999955, 1101710.1009999998], [485819.8093999997, 1101710.5020000003], [485821.6687000003, 1101721.0812999997], [485800.13680000044, 1101724.7651000004], [485793.1518000001, 1101726.2467999998], [485761.4017000003, 1101744.0267999992], [485736.5175999999, 1101756.4381000008], [485738.3742000004, 1101759.6658999994], [485742.8797000004, 1101767.4988000002], [485748.86039999966, 1101763.7860000003], [485744.9297000002, 1101756.5472], [485758.96750000026, 1101749.8688999992], [485793.04590000026, 1101731.2422000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
295,299, ,LABORATORIO CULTIVO TEJIDOS VEGETALES,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485413.3565999996, 1101759.8388999999], [485404.43879999965, 1101752.1937000006], [485390.82600000035, 1101753.2123000007], [485391.4212999996, 1101761.0175], [485413.3565999996, 1101759.8388999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
296,300, ,OFICINA MISIÓN TÉCNICA  AGRÍCOLA CHINA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485382.02859999985, 1101711.2095999997], [485373.23369999975, 1101710.9944000002], [485372.84750000015, 1101714.4111000001], [485373.32380000036, 1101719.8085999992], [485382.9137000004, 1101719.3278], [485382.02859999985, 1101711.2095999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
297,301, ,PARQUEO PRIVADO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485372.84750000015, 1101714.4111000001], [485373.23369999975, 1101710.9944000002], [485382.02859999985, 1101711.2095999997], [485381.1687000003, 1101704.3303999994], [485347.9633999998, 1101705.4549000002], [485348.43819999974, 1101714.7925000004], [485372.84750000015, 1101714.4111000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
298,302, ,COMEDOR,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485367.47200000007, 1101755.2761000004], [485367.7591000004, 1101762.2770000007], [485376.3541000001, 1101761.9223999996], [485376.0739000002, 1101755.0748999994], [485367.47200000007, 1101755.2761000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
299,303, ,OFICINAS ADMINISTRATIVAS Y DE SERVICIOS VARIOS,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485361.1758000003, 1101775.3958], [485361.5991000002, 1101785.5559], [485368.3724999996, 1101784.7092000004], [485367.52579999994, 1101774.5492000002], [485361.1758000003, 1101775.3958]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
300,304, ,ÁREA MEZCLA  DE SUSTRATO EN HIDROPONÍA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485357.67679999955, 1101839.7207999993], [485348.26410000026, 1101839.5309999995], [485344.3881000001, 1101839.323999999], [485344.44099999964, 1101843.610200001], [485357.56439999957, 1101843.9277], [485357.67679999955, 1101839.7207999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
301,305, ,ÁREA MEZCLA Y LAVADO DE SUSTRATO EN HIDROPONÍA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485339.5197999999, 1101839.292199999], [485333.4013, 1101839.1917000003], [485333.4247000003, 1101845.4168999996], [485339.5197999999, 1101845.5152000003], [485339.5197999999, 1101839.292199999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
302,306, ,ÁREA DE PRODUCCIÓN,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485219.7326999996, 1101829.4103999995], [485216.15749999974, 1101825.6647999994], [485205.04399999976, 1101834.9350000005], [485208.6201999998, 1101838.9354999997], [485219.7326999996, 1101829.4103999995]], [[485273.5658999998, 1101841.8461000007], [485273.5658999998, 1101838.9356999993], [485262.50629999954, 1101839.0547000002], [485262.50629999954, 1101841.7666999996], [485273.5658999998, 1101841.8461000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
303,307, ,ESTABLO DE CABRAS,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485300.64219999965, 1101788.1918000001], [485300.4343999997, 1101785.8369999994], [485295.0104, 1101786.1016000006], [485288.0248999996, 1101782.0865000002], [485288.34240000043, 1101785.579], [485289.1758000003, 1101785.4997000005], [485289.38790000044, 1101788.5348000005], [485290.6409, 1101788.6283999998], [485300.64219999965, 1101788.1918000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
304,308, ,GALERÓN,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485293.63960000034, 1101740.4652999993], [485293.20299999975, 1101733.7978000008], [485285.78139999975, 1101734.1152999997], [485286.41640000045, 1101740.9017999992], [485293.63960000034, 1101740.4652999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
305,309, ,ÁREA PREPARACIÓN MATERIAL HIDROPÓNICO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485261.60560000036, 1101723.0600000005], [485266.3680999996, 1101722.795499999], [485266.16970000044, 1101719.0912999995], [485261.40720000025, 1101719.2236000001], [485261.60560000036, 1101723.0600000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
306,310, ,INVERNADERO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485257.60369999986, 1101735.1743], [485237.9095999999, 1101737.0088999998], [485238.4280000003, 1101741.5809000004], [485257.95430000033, 1101739.3584000003], [485257.60369999986, 1101735.1743]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
307,311, ,INVERNADERO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485257.1749, 1101730.057], [485256.7637, 1101725.1502999999], [485236.68180000037, 1101726.1820999999], [485237.2862, 1101731.5121999998], [485257.1749, 1101730.057]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
308,312, ,INVERNADERO,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485257.60369999986, 1101735.1743], [485257.1749, 1101730.057], [485237.2862, 1101731.5121999998], [485237.9095999999, 1101737.0088999998], [485257.60369999986, 1101735.1743]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
309,313, ,BODEGA,TÉCNICO,INSTITUTO NACIONAL DE APRENDIZAJE,TÉCNICO,INA,,ESTADO,7,"{'rings': [[[485587.56159999967, 1101664.7493999992], [485581.77219999954, 1101666.765900001], [485585.18539999984, 1101675.6558999997], [485590.5828999998, 1101673.6714999992], [485587.56159999967, 1101664.7493999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
310,314, , ,UNIVERSIDAD,UNIVERSIDAD NACIONAL DE EDUCACIÓN A DISTANCIA,ACADÉMICO,UNED,,ESTADO,1,"{'rings': [[[493175.35639999993, 1098455.3430000003], [493175.2093000002, 1098450.6651000008], [493175.0621999996, 1098445.9871999994], [493174.91500000004, 1098441.3092999998], [493174.7679000003, 1098436.6314000003], [493172.19130000006, 1098436.6497000009], [493169.6146, 1098436.6679999996], [493169.983, 1098450.9169999994], [493165.69930000044, 1098451.0255999994], [493155.1919, 1098451.0442999993], [493153.23230000027, 1098462.638699999], [493164.0250000004, 1098465.8025000002], [493169.9034000002, 1098467.5372000001], [493175.7818, 1098469.2719], [493175.5533999996, 1098461.6784000006], [493175.35639999993, 1098455.3430000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
