,OBJECTID,CED_JUR_COND,NOMBRE,MATRIZ,NIVELES,CANT_FF,FF_MENOR,FF_MAYOR,LOCALIZACION,created_user,created_date,last_edited_user,last_edited_date,OBSERVACIONES,GlobalID,SHAPE.STArea(),SHAPE.STLength(),SHAPE
189,203,0,CONDOMINIO VISTA AZUL,00000978 M,3,7,00018277 F,00018283 F,08000960016C,,,SDE,2019-01-30 19:15:02,,{9F95015C-33B1-4AF4-8E55-4DD3BFF23E59},455.0539245605469,132.97650229693627,"{'rings': [[[488324.33160000015, 1099399.2755999994], [488320.69739999995, 1099366.6813999992], [488316.0111999996, 1099371.6188999992], [488312.2012, 1099375.3231000006], [488310.5872999998, 1099376.3814000003], [488315.50850000046, 1099379.768100001], [488314.26499999966, 1099381.3555999994], [488313.1272999998, 1099381.5143], [488311.4604000002, 1099383.6575000007], [488311.6721000001, 1099386.0386999995], [488311.3546000002, 1099386.5150000006], [488312.8361999998, 1099387.6790999994], [488311.27520000003, 1099389.7323000003], [488310.16390000004, 1099389.9440000001], [488309.55539999995, 1099383.4880999997], [488310.61369999964, 1099382.1917000003], [488310.11099999957, 1099378.5140000004], [488306.0873999996, 1099379.3302999996], [488308.9500000002, 1099407.6083000004], [488312.1173999999, 1099406.9832000006], [488313.2022000002, 1099405.5809000004], [488315.55700000003, 1099407.1418999992], [488319.0230999999, 1099402.6969000008], [488319.5787000004, 1099403.0408999994], [488322.56850000005, 1099399.1144999992], [488323.5739000002, 1099398.929300001], [488323.5739000002, 1099399.4055000003], [488324.33160000015, 1099399.2755999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
190,204,0,CONDOMINIO SABANA PALACIO,00000990 M,3,12,00018461 F,00018472 F,08000950014 C,,,SDE,2019-01-30 19:15:02,,{A3431730-96B4-4841-B413-E3031E59B5D8},571.3260803222656,210.11293570020197,"{'rings': [[[488330.25659999996, 1099267.4041000009], [488330.07799999975, 1099264.4936999995], [488335.0310000004, 1099264.303200001], [488335.21949999966, 1099267.1926000006], [488339.2514000004, 1099267.0207000002], [488338.7773000002, 1099257.3534999993], [488338.7093000002, 1099255.9659000002], [488338.65770000033, 1099254.9134], [488339.53079999983, 1099255.1911999993], [488340.52300000004, 1099255.2706000004], [488341.0267000003, 1099251.710000001], [488341.17250000034, 1099250.6791999992], [488341.6738999998, 1099247.1346000005], [488340.88019999955, 1099246.8567999993], [488339.96740000043, 1099246.8170999996], [488339.2954000002, 1099236.4693999998], [488333.56539999973, 1099236.8076000009], [488327.43989999965, 1099237.1690999996], [488327.6166000003, 1099240.0987999998], [488322.9017000003, 1099240.3210000005], [488322.6974999998, 1099237.4491000008], [488315.82660000026, 1099237.8545999993], [488316.4896999998, 1099248.1417999994], [488316.5787000004, 1099249.5284000002], [488319.6672, 1099249.4345999993], [488319.8735999996, 1099252.8159999996], [488316.79839999974, 1099252.9485999998], [488317.15469999984, 1099258.4976000004], [488319.98149999976, 1099258.357999999], [488320.25930000003, 1099261.7314], [488317.37710000016, 1099261.9608999994], [488317.57639999967, 1099265.0639999993], [488323.64329999965, 1099264.789999999], [488323.8184000002, 1099267.6786000002], [488329.1392000001, 1099267.4518], [488330.25659999996, 1099267.4041000009]], [[488329.1723999996, 1099240.8925], [488333.80790000036, 1099240.6862000003], [488333.9824999999, 1099243.2420000006], [488329.36290000007, 1099243.4802], [488329.1723999996, 1099240.8925]], [[488328.89269999973, 1099258.9480000008], [488333.0837000003, 1099258.7786999997], [488333.2106999997, 1099261.3822000008], [488329.08889999986, 1099261.5089999996], [488329.0619999999, 1099261.488], [488328.89269999973, 1099258.9480000008]], [[488328.68099999987, 1099255.3581000008], [488328.5116999997, 1099252.2255000006], [488331.8772, 1099252.077299999], [488331.9841, 1099255.2101000007], [488328.68099999987, 1099255.3581000008]], [[488322.966, 1099252.4583], [488325.92929999996, 1099252.352499999], [488326.1409999998, 1099255.4635000005], [488323.21999999974, 1099255.6545000002], [488322.966, 1099252.4583]], [[488326.1409999998, 1099249.4823000003], [488326.1902999999, 1099249.489600001], [488323.19880000036, 1099249.6939000003], [488322.9872000003, 1099246.5613000002], [488325.95050000027, 1099246.3496000003], [488326.1409999998, 1099249.4823000003]], [[488331.0939999996, 1099249.2917999998], [488330.88239999954, 1099246.3072999995], [488333.8245000001, 1099246.2226], [488334.05599999987, 1099249.1237000003], [488331.0939999996, 1099249.2917999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
191,205,0,CONDOMINIO COROBICI DEL OESTE,00000991 M,3,9,00018473 F,00018481 F,08001310032 C,,,SDE,2019-01-30 19:15:03,,{9258AD59-70A1-4591-A3FE-146DB7E02737},564.1705627441406,107.83221316774434,"{'rings': [[[488877.5396999996, 1099124.5934999995], [488871.87490000017, 1099114.1651000008], [488836.97759999987, 1099134.4881999996], [488838.3033999996, 1099136.8257], [488841.2182, 1099141.3730999995], [488845.6158999996, 1099147.2945000008], [488845.88350000046, 1099147.6327], [488846.2252000002, 1099148.0646000002], [488877.5396999996, 1099124.5934999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
192,206,0,HERYLOREANG,00001044 M,2,6,00020379 F,00020384 F,080014 0020 C,,,SDE,2019-01-30 19:15:03,,{18C09C53-D595-4ED0-AA7B-8226EC04B40F},620.2188415527344,156.7034512402366,"{'rings': [[[488988.96300000045, 1099344.4627999999], [488988.6002000002, 1099343.9153000005], [488988.21920000017, 1099343.708900001], [488987.8382000001, 1099343.6772000007], [488983.77410000004, 1099344.073999999], [488983.4408, 1099344.2009999994], [488983.2026000004, 1099344.4233], [488982.96449999977, 1099344.8677999992], [488975.4238999998, 1099345.5979999993], [488975.4079999998, 1099345.3916999996], [488971.35030000005, 1099345.7727000006], [488971.35030000005, 1099346.0583999995], [488967.6196999997, 1099346.3917999994], [488966.8576999996, 1099338.8892], [488970.62009999994, 1099338.4923999999], [488970.63599999994, 1099338.7146000005], [488974.6841000002, 1099338.3495000005], [488974.6682000002, 1099338.0319999997], [488982.1803000001, 1099337.2381999996], [488982.45019999985, 1099337.6033999994], [488982.7834999999, 1099337.8414999992], [488983.2598000001, 1099337.8731999993], [488987.35560000036, 1099337.476399999], [488987.6889000004, 1099337.2699999996], [488987.9112, 1099337.0160000008], [488988.0382000003, 1099336.762], [488988.1908999998, 1099336.3892], [488987.1375000002, 1099325.3743999992], [488961.5426000003, 1099327.9460000005], [488962.801, 1099338.6656999998], [488964.8298000004, 1099358.2394999992], [488990.0351999998, 1099355.5129000004], [488989.8781000003, 1099354.0322999991], [488989.75879999995, 1099352.7847000007], [488988.96300000045, 1099344.4627999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
193,207,0,CONDOMINIO MIRACRUZ,00001055 M,3,6,00020649 F,00020654 F,08000420001 C,,,SDE,2019-01-30 19:15:03,,{A3175DF8-12A1-458A-A0A6-9E6F409507DB},692.1914367675781,151.56250149598748,"{'rings': [[[488348.61110000033, 1097809.1572999991], [488346.3788999999, 1097808.9223999996], [488343.3093999997, 1097808.9236999992], [488340.43730000034, 1097809.2451000009], [488338.65139999986, 1097809.642000001], [488335.84020000044, 1097810.4688000008], [488332.7973999996, 1097811.6594999991], [488329.5563000003, 1097813.4123], [488326.1645999998, 1097815.8531], [488338.02919999976, 1097831.6955999993], [488341.80599999987, 1097828.8740999997], [488346.27749999985, 1097827.4452999998], [488345.6160000004, 1097825.5508999992], [488347.4151999997, 1097824.7836000007], [488348.8174999999, 1097821.9526000004], [488348.6322999997, 1097821.3440000005], [488349.8492999999, 1097820.894200001], [488349.16139999963, 1097818.8304999992], [488351.27809999976, 1097818.1161000002], [488350.08690000046, 1097809.4735000003], [488348.61110000033, 1097809.1572999991]], [[488360.75019999966, 1097815.2426999994], [488359.57600000035, 1097814.1706000008], [488351.48979999963, 1097819.6506999992], [488351.8337000003, 1097820.5238000005], [488352.0454000002, 1097821.5927000009], [488349.9815999996, 1097822.4129000008], [488350.35199999996, 1097823.4448000006], [488349.6640999997, 1097823.7094], [488348.20889999997, 1097826.5405000001], [488348.71160000004, 1097828.1544000003], [488346.7271999996, 1097828.8687999994], [488347.7326999996, 1097832.4407000002], [488347.8119999999, 1097832.8904999997], [488347.78560000006, 1097833.6578000002], [488347.7745000003, 1097837.4940000009], [488366.4771999996, 1097836.3800000008], [488366.62399999984, 1097833.1020999998], [488366.41229999997, 1097829.1334000006], [488366.0948000001, 1097826.4081999995], [488365.5921, 1097823.6300000008], [488365.1687000003, 1097821.989600001], [488363.8194000004, 1097819.132099999], [488362.2054000003, 1097816.8830999993], [488360.75019999966, 1097815.2426999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
194,208,0,CONDOMINIO RESIDENCIAL TORINO,00001169 M,2,12,00022446 F,00022457 F,08000670025 C,,,SDE,2019-01-30 19:15:03,,{18D758CF-CEC2-4D08-9CB3-0BEAEA6088D9},3298.9130859375,520.2053151088655,"{'rings': [[[486743.03199999966, 1098348.1175999995], [486742.3705000002, 1098350.9618999995], [486741.5105999997, 1098352.8801000006], [486740.5845999997, 1098354.2029999997], [486738.6002000002, 1098356.2534999996], [486736.02049999963, 1098357.5102999993], [486733.04389999993, 1098358.3040999994], [486731.91949999984, 1098358.8993999995], [486730.99340000004, 1098360.7514999993], [486726.09860000014, 1098384.8947], [486721.0714999996, 1098383.7040999997], [486725.23869999964, 1098363.8073999994], [486724.7094999999, 1098362.1537999995], [486723.6512000002, 1098360.8969999999], [486722.8574999999, 1098360.6985], [486721.733, 1098360.5000999998], [486718.8225999996, 1098361.0293000005], [486715.44909999985, 1098361.8892], [486714.32459999993, 1098357.1267000008], [486718.09499999974, 1098356.3329000007], [486726.2971000001, 1098354.5470000003], [486734.3668999998, 1098352.761], [486736.1528000003, 1098351.7687999997], [486737.67420000024, 1098349.5198999997], [486739.6584999999, 1098340.3916999996], [486739.59240000043, 1098338.1427999996], [486738.4678999996, 1098336.0261000004], [486736.4173999997, 1098333.9756000005], [486716.24289999995, 1098328.5516], [486717.23510000017, 1098324.1197999995], [486736.81429999974, 1098329.0808000006], [486738.4678999996, 1098329.1469], [486740.38609999977, 1098328.4855000004], [486741.6429000003, 1098327.427100001], [486742.3236999996, 1098325.4660999998], [486740.6747000003, 1098325.1308999993], [486726.68340000045, 1098322.5088], [486712.3770000003, 1098319.8277000003], [486701.8267999999, 1098317.8505000006], [486694.32469999976, 1098315.8146000002], [486694.47860000003, 1098321.5600000005], [486696.8864000002, 1098328.5078999996], [486694.47860000003, 1098342.5044], [486694.4522000002, 1098343.8274000008], [486687.1715000002, 1098366.9129000008], [486703.3025000002, 1098375.258199999], [486714.0445999997, 1098384.7303], [486722.7758999998, 1098399.2083], [486729.4545999998, 1098424.1272], [486731.1233000001, 1098430.3533999994], [486733.0217000004, 1098421.2152999993], [486735.07459999993, 1098411.3330000006], [486737.1169999996, 1098401.5014999993], [486739.0292999996, 1098392.2961999997], [486741.0296, 1098382.6669999994], [486748.0092000002, 1098349.0691999998], [486752.5664999997, 1098327.3596], [486754.81620000023, 1098315.1499000005], [486752.7254999997, 1098315.0077], [486751.4554000003, 1098315.1929000001], [486750.37069999985, 1098315.5633000005], [486749.6034000004, 1098316.0395999998], [486749.24149999954, 1098316.3540000003], [486748.59130000044, 1098317.3713000007], [486748.1945000002, 1098319.0250000004], [486747.00090000033, 1098326.0516999997], [486743.03199999966, 1098348.1175999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
195,209,0,CONDOMINIO LA COLMENA,00001559 M,6,6,00031246 F,00031251 F,080003 0005 C,,,SDE,2019-01-30 19:15:03,,{14F32D3D-8799-4942-8F90-9AE228648C6C},645.0659484863281,133.51042829463884,"{'rings': [[[488764.3568000002, 1098280.4868], [488762.9813000001, 1098256.7938], [488770.1253000004, 1098256.0734], [488769.93790000025, 1098254.0329999998], [488762.6864, 1098254.6372999996], [488762.58050000016, 1098253.4466999993], [488763.21549999993, 1098253.3937999997], [488763.1096999999, 1098252.2031999994], [488736.96829999983, 1098254.5155999996], [488738.2774, 1098270.6213000007], [488739.2421000004, 1098270.3186000008], [488739.84140000027, 1098282.4990999997], [488741.9642000003, 1098282.3816], [488741.6783999996, 1098277.3226999994], [488749.0656000003, 1098276.7141999993], [488749.14499999955, 1098278.1959000006], [488761.3635, 1098277.1640000008], [488761.5619000001, 1098280.6433000006], [488764.3568000002, 1098280.4868]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
196,210,0,COINDOMINIO MARIA CECILIA,00001579 M,3,6,00031798 F,00031803 F,080011 0017 C,,,SDE,2019-01-30 19:15:03,,{18F8F53A-4AA3-4A2D-B532-C2D88FF70F63},867.5989379882812,200.32643417248542,"{'rings': [[[488591.9698000001, 1099333.7489999998], [488579.49700000044, 1099334.4696999993], [488581.2432000004, 1099363.6004000008], [488568.2257000003, 1099364.4735000003], [488566.6381999999, 1099335.1841000002], [488554.2829999998, 1099335.7688999996], [488556.08669999987, 1099368.8356999997], [488593.76960000023, 1099366.7447999995], [488591.9698000001, 1099333.7489999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
197,211,0,CONDOMINIO HORIZONTAL RESIDENCIAL RIO ALTO,00001710 M,2,4,00034483 F,00034486 F,080006 00493C,,,SDE,2019-01-30 19:15:04,,{3A260D0C-DD64-4627-89A2-5754F0712AE4},494.9364013671875,136.29115853357996,"{'rings': [[[487127.8487999998, 1098597.3224], [487120.0968000004, 1098631.3089000005], [487123.1394999996, 1098632.1688], [487122.4780000001, 1098635.5091999993], [487120.3613999998, 1098635.0461], [487120.55979999993, 1098634.4507999998], [487117.4508999996, 1098633.7894000001], [487117.5170999998, 1098632.6648999993], [487112.7862999998, 1098631.3836000003], [487110.41640000045, 1098642.0004999992], [487123.15050000045, 1098644.9737], [487129.84690000024, 1098645.1183000002], [487133.29399999976, 1098598.6357000005], [487127.8487999998, 1098597.3224]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
198,212,0,CONDOMINIO CUERICI,00001725 M,2,7,00034701 F,00037380 F,08000170007 C,,,SDE,2019-01-30 19:15:04,,{3D2150D1-F92C-4FE3-99F5-024EDFA0D627},550.846923828125,229.34222168620636,"{'rings': [[[488990.1294, 1097859.1915000007], [488989.5301000001, 1097850.1275999993], [488984.0003000004, 1097850.7095999997], [488984.29140000045, 1097855.75], [488985.0058000004, 1097855.7235000003], [488985.05869999994, 1097856.8611999992], [488983.2860000003, 1097856.9934999999], [488982.30700000003, 1097843.9627999999], [488984.1326000001, 1097843.7775999997], [488984.2120000003, 1097844.9417000003], [488983.5505999997, 1097845.0210999995], [488983.8680999996, 1097849.4925999995], [489002.60059999954, 1097847.5876000002], [489002.0449999999, 1097839.8882], [489002.7329000002, 1097839.8088000007], [489002.7857999997, 1097840.9729999993], [489004.0292999996, 1097840.9464999996], [489004.10869999975, 1097842.0842000004], [489003.3942999998, 1097842.1371], [489003.7648, 1097847.3759000003], [489006.5389999999, 1097847.1363999993], [489005.9885999998, 1097837.9675999992], [488995.62310000043, 1097839.3215999994], [488972.7868999997, 1097842.3091000002], [488974.1535, 1097860.9724000003], [488990.1294, 1097859.1915000007]], [[489006.8792000003, 1097852.8044000007], [489006.61259999964, 1097848.3633999992], [488990.40330000035, 1097850.0217000004], [488991.03830000013, 1097857.9592000004], [488999.9018000001, 1097856.8479999993], [488999.6637000004, 1097853.5406999998], [489006.8792000003, 1097852.8044000007]], [[489007.1487999996, 1097857.294399999], [489006.93819999974, 1097853.7869000006], [489000.6690999996, 1097854.4403000008], [489000.96839999966, 1097857.9833000004], [489007.1487999996, 1097857.294399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
199,213,0,CONDOMINIO LA CORRONGA,00001855 M,2,3,00038767 F,00038769 F,08000850013 C,,,SDE,2019-01-30 19:15:04,,{49076CA5-3EAE-4305-BF97-BC593519C3A7},543.7654724121094,104.79590444751798,"{'rings': [[[487933.59530000016, 1099117.1545000002], [487925.8805999998, 1099109.2292], [487915.71719999984, 1099119.3783999998], [487942.4753999999, 1099146.5647999998], [487946.38040000014, 1099142.6577000003], [487948.4802000001, 1099140.5568000004], [487952.4802000001, 1099136.5546000004], [487937.81099999975, 1099121.485200001], [487933.59530000016, 1099117.1545000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
200,214,0,CONDOMINIO VERTICAL HORIZONTAL COMERCIAL RESIDENCI,00001915 M,11,170,00040117 F,00040286 F,080006 0075 C,,,SDE,2019-01-30 19:15:04,,{AF293C63-B0EF-4026-A3D2-EBAEB95113F1},5857.036651611328,1643.157333789049,"{'rings': [[[487150.9726999998, 1098408.2125000004], [487142.2242999999, 1098407.8911000006], [487142.0795, 1098410.2920999993], [487140.2887000004, 1098439.9836999997], [487140.16789999977, 1098441.9855000004], [487139.6991999997, 1098449.2347999997], [487139.4924999997, 1098452.1402000003], [487138.29449999984, 1098481.1535999998], [487137.01970000006, 1098512.0261000004], [487136.43759999983, 1098526.0490000006], [487135.1676000003, 1098554.5447000004], [487134.63850000035, 1098577.2989000008], [487133.2846999997, 1098598.6334000006], [487133.29399999976, 1098598.6357000005], [487131.45600000024, 1098623.4206000008], [487139.33100000024, 1098623.9474999998], [487141.7122999998, 1098590.9407000002], [487143.49820000026, 1098557.2227999996], [487144.2588999998, 1098540.8682000004], [487145.2840999998, 1098517.3202], [487146.34250000026, 1098492.7138999999], [487147.3677000003, 1098469.1991000008], [487148.26070000045, 1098454.2335], [487149.74899999984, 1098429.7098999992], [487150.9726999998, 1098408.2125000004]], [[487155.0076000001, 1098557.3827], [487155.99980000034, 1098532.7433000002], [487161.4238, 1098532.8756000008], [487161.4899000004, 1098529.1713999994], [487156.26439999975, 1098529.1053], [487157.8519000001, 1098492.8903], [487163.14360000007, 1098493.2211000007], [487163.3420000002, 1098489.3184999991], [487157.7856999999, 1098489.2522999998], [487159.43939999957, 1098458.6267000008], [487165.19409999996, 1098458.8252000008], [487165.7894000001, 1098450.8214999996], [487159.7701000003, 1098450.6230999995], [487161.6222000001, 1098422.1141999997], [487165.8554999996, 1098422.1141999997], [487166.05399999954, 1098419.3359999992], [487170.6179999998, 1098419.4682999998], [487171.08110000007, 1098413.2506000008], [487172.33779999986, 1098413.2506000008], [487172.8669999996, 1098404.1886], [487168.6997999996, 1098404.0562999994], [487166.3847000003, 1098404.4531999994], [487162.21750000026, 1098404.7178000007], [487162.01910000015, 1098412.7214000002], [487156.7284000004, 1098412.4718999993], [487156.7274000002, 1098412.4899000004], [487152.8909, 1098477.8091000002], [487150.8404000001, 1098525.5002999995], [487149.0544999996, 1098565.6177999992], [487146.6070999997, 1098605.0077], [487146.0116999997, 1098615.8556999993], [487151.43570000026, 1098616.1864], [487155.0076000001, 1098557.3827]], [[487174.8382000001, 1098399.3598999996], [487174.7059000004, 1098398.3676999994], [487186.61209999956, 1098397.5078999996], [487186.6782999998, 1098398.3676999994], [487189.5225999998, 1098398.3016], [487189.45639999956, 1098397.1109999996], [487201.5610999996, 1098396.3171999995], [487201.5610999996, 1098397.2433000002], [487204.3393000001, 1098397.0448000003], [487204.2730999999, 1098396.0526], [487215.8798000002, 1098395.1434000004], [487215.8487, 1098395.1265999991], [487215.3855999997, 1098387.9827999994], [487213.1366999997, 1098388.1812999994], [487212.87210000027, 1098381.3682000004], [487160.81520000007, 1098385.5353999995], [487160.81520000007, 1098386.3291999996], [487161.3443999998, 1098386.3291999996], [487161.47670000046, 1098389.4379999992], [487162.73340000026, 1098389.3718999997], [487163.3948999997, 1098399.2938], [487171.7954000002, 1098398.6323000006], [487171.9276999999, 1098399.5583999995], [487174.8382000001, 1098399.3598999996]], [[487185.0246000001, 1098437.856899999], [487186.47979999986, 1098433.7557999995], [487187.6042999998, 1098434.0866], [487188.99340000004, 1098430.5808000006], [487187.93510000035, 1098430.1177999992], [487188.7287999997, 1098427.6703999992], [487193.9408, 1098429.6495999992], [487195.8064000001, 1098424.5615999997], [487190.7132000001, 1098422.5771999992], [487191.3746999996, 1098420.1959000006], [487192.82990000024, 1098420.6589000002], [487193.8881999999, 1098417.1532000005], [487192.8959999997, 1098416.6901999991], [487194.3512000004, 1098412.3906999994], [487191.11010000017, 1098410.9354999997], [487190.7132000001, 1098412.2584000006], [487184.8262, 1098410.1416999996], [487185.35539999977, 1098408.9510999992], [487177.2193999998, 1098405.710000001], [487175.49959999975, 1098410.3401999995], [487178.14549999963, 1098411.3984999992], [487177.0209999997, 1098414.9042000007], [487178.4762000004, 1098415.4333999995], [487173.77979999967, 1098428.6625999995], [487169.2818999998, 1098427.075099999], [487167.56209999975, 1098431.3746000007], [487175.9626000002, 1098434.5495999996], [487176.29339999985, 1098433.6235000007], [487182.04810000025, 1098435.8063999992], [487181.8496000003, 1098436.7324], [487185.0246000001, 1098437.856899999]], [[487176.8326000003, 1098551.6448999997], [487178.4894000003, 1098547.4277], [487179.61390000023, 1098547.8246], [487181.00299999956, 1098544.3849999998], [487179.74619999994, 1098543.7896999996], [487180.60610000044, 1098541.6067999993], [487184.77329999954, 1098542.8636000007], [487186.5592, 1098537.9688000008], [487182.59049999993, 1098536.5135999992], [487183.45040000044, 1098534.1323000006], [487184.70710000023, 1098534.3969], [487186.0301000001, 1098530.9573], [487184.97169999965, 1098530.4943000004], [487186.4269000003, 1098526.1948000006], [487183.0535000004, 1098525.0702999998], [487182.72279999964, 1098525.9964000005], [487176.9681000002, 1098523.8796999995], [487177.3649000004, 1098522.7552000005], [487169.09669999965, 1098519.5801999997], [487167.24459999986, 1098523.9459000006], [487171.80869999994, 1098525.7980000004], [487165.6571000004, 1098542.235200001], [487161.2915000003, 1098540.6477000006], [487159.5717000002, 1098545.1456000004], [487167.8399, 1098548.320699999], [487168.30289999954, 1098547.3285000008], [487173.99149999954, 1098549.5112999994], [487173.6607999997, 1098550.3049999997], [487176.76960000023, 1098551.6280000005], [487176.8326000003, 1098551.6448999997]], [[487182.70320000034, 1098475.9947999995], [487184.23089999985, 1098471.7566999998], [487185.4877000004, 1098472.0874000005], [487186.81060000043, 1098468.7139999997], [487185.4877000004, 1098468.1848000009], [487186.4137000004, 1098465.8036000002], [487190.25019999966, 1098467.2588], [487191.96999999974, 1098462.0994000006], [487188.3980999999, 1098460.644200001], [487189.19180000015, 1098458.2629000004], [487190.44859999977, 1098458.7259], [487191.7054000003, 1098455.2202000003], [487190.44859999977, 1098454.8233000003], [487192.1023000004, 1098450.5238000005], [487188.92729999963, 1098449.3332000002], [487188.5303999996, 1098450.3915999997], [487182.8417999996, 1098448.1426], [487183.10639999993, 1098447.1503999997], [487174.8382000001, 1098443.9091999996], [487173.18450000044, 1098448.4071999993], [487177.55009999964, 1098450.0607999992], [487171.59700000007, 1098466.7295999993], [487167.0991000002, 1098464.8774999995], [487165.37930000015, 1098469.5738999993], [487173.64749999996, 1098472.7489], [487174.0444, 1098471.6243999992], [487179.6667999998, 1098473.674900001], [487179.46839999966, 1098474.7333000004], [487182.70320000034, 1098475.9947999995]], [[487181.1353000002, 1098514.3215999994], [487184.83939999994, 1098504.0690000001], [487188.6096999999, 1098505.4581000004], [487190.4617999997, 1098500.4970999993], [487186.75769999996, 1098499.1081000008], [487187.55140000023, 1098496.7268000003], [487188.80819999985, 1098497.0574999992], [487190.0650000004, 1098493.6841000002], [487188.94049999956, 1098493.2211000007], [487190.52799999993, 1098489.0538999997], [487187.2867999999, 1098487.7309000008], [487186.95610000007, 1098488.6569999997], [487181.1353000002, 1098486.5403000005], [487181.466, 1098485.4820000008], [487173.19770000037, 1098482.1746999994], [487171.5440999996, 1098486.8710999992], [487175.97589999996, 1098488.5247000009], [487169.7581000002, 1098504.8628000002], [487165.32639999967, 1098503.1429999992], [487163.8049999997, 1098507.640900001], [487172.0733000003, 1098510.9482000005], [487172.33779999986, 1098509.8236999996], [487178.15869999956, 1098511.9404000007], [487177.76180000044, 1098513.1309999991], [487181.1353000002, 1098514.3215999994]], [[487210.75540000014, 1098462.5954999998], [487206.0591000002, 1098460.7434], [487200.3043999998, 1098475.8246999998], [487208.3742000004, 1098478.8012000006], [487208.4330000002, 1098478.8730999995], [487209.6309000002, 1098476.1554000005], [487207.9773000004, 1098475.4938999992], [487209.7631999999, 1098470.7314], [487207.91110000014, 1098470.0037999991], [487210.75540000014, 1098462.5954999998]], [[487209.23450000025, 1098488.2873999998], [487211.08609999996, 1098483.232999999], [487206.0591000002, 1098481.3808999993], [487206.0591000002, 1098481.0502000004], [487198.05539999995, 1098478.0075000003], [487195.9386999998, 1098483.5637999997], [487204.07469999976, 1098486.6725999992], [487204.14080000017, 1098486.4079999998], [487209.16789999977, 1098488.2600999996], [487209.23450000025, 1098488.2873999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
